source,method_key,model_key,model_label,condition,prediction_example_id,participant_id,group,episode,song_id,predicted_preferred_mix,actual_top_tie_set,top1_correct,spearman
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P008__heldout__P008__trial_04,P008,group_01,EDR-2,id_like_to_know,A,D,0,0.7
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P008__heldout__P008__trial_05,P008,group_01,EDR-1,id_like_to_know,D,A,0,0.6
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P008__heldout__P008__trial_06,P008,group_01,EDR-1,lead_me,C,A,0,0.1
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P009__heldout__P009__trial_01,P009,group_02,FM-1,pouring_room,D,A,0,-0.3
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P009__heldout__P009__trial_02,P009,group_02,FM-1,in_the_meantime,C,D,0,0.6
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P009__heldout__P009__trial_03,P009,group_02,EDR-1,in_the_meantime,D,D,1,0.3
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P009__heldout__P009__trial_04,P009,group_02,EDR-1,pouring_room,C,A,0,-0.6
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P009__heldout__P009__trial_05,P009,group_02,EDR-2,pouring_room,C,E,0,0.4
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P009__heldout__P009__trial_06,P009,group_02,EDR-2,in_the_meantime,D,B,0,-0.5
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P010__heldout__P010__trial_01,P010,group_01,FM-1,lead_me,D,D,1,0.1
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P010__heldout__P010__trial_02,P010,group_01,FM-1,id_like_to_know,C,C,1,0.5
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P010__heldout__P010__trial_03,P010,group_01,EDR-1,id_like_to_know,C,C,1,0.5
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P010__heldout__P010__trial_04,P010,group_01,EDR-1,lead_me,C,D,0,-0.6
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P010__heldout__P010__trial_05,P010,group_01,EDR-2,lead_me,C,A|C,1,0.6155870112510925
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P010__heldout__P010__trial_06,P010,group_01,EDR-2,id_like_to_know,C,A|B|C|D|E,1,0.0
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P011__heldout__P011__trial_01,P011,group_02,EDR-2,in_the_meantime,C,B,0,-0.1
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P011__heldout__P011__trial_02,P011,group_02,EDR-2,pouring_room,D,C,0,-0.4
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P011__heldout__P011__trial_03,P011,group_02,FM-1,pouring_room,C,A,0,0.3
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P011__heldout__P011__trial_04,P011,group_02,FM-1,in_the_meantime,C,D,0,0.4
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P011__heldout__P011__trial_05,P011,group_02,EDR-1,in_the_meantime,C,E,0,0.2
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P011__heldout__P011__trial_06,P011,group_02,EDR-1,pouring_room,C,D,0,0.0
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P012__heldout__P012__trial_01,P012,group_01,EDR-1,lead_me,C,D,0,-0.1
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P012__heldout__P012__trial_02,P012,group_01,EDR-1,id_like_to_know,C,D,0,0.5642880936468347
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P012__heldout__P012__trial_03,P012,group_01,EDR-2,lead_me,D,B,0,-0.4472135954999579
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P012__heldout__P012__trial_04,P012,group_01,EDR-2,id_like_to_know,B,C|E,0,-0.05270462766947299
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P012__heldout__P012__trial_05,P012,group_01,FM-1,id_like_to_know,C,A|B|C|D|E,1,0.0
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P012__heldout__P012__trial_06,P012,group_01,FM-1,lead_me,D,D,1,0.8207826816681233
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P013__heldout__P013__trial_01,P013,group_02,EDR-1,in_the_meantime,D,C,0,0.4
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P013__heldout__P013__trial_02,P013,group_02,EDR-1,pouring_room,C,A|B|C|D|E,1,0.0
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P013__heldout__P013__trial_03,P013,group_02,FM-1,pouring_room,C,A|B|C|D|E,1,0.0
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P013__heldout__P013__trial_04,P013,group_02,FM-1,in_the_meantime,C,B|C|D|E,1,0.0
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P013__heldout__P013__trial_05,P013,group_02,EDR-2,pouring_room,C,A|B|C|D|E,1,0.0
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P013__heldout__P013__trial_06,P013,group_02,EDR-2,in_the_meantime,C,D,0,0.0
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P014__heldout__P014__trial_01,P014,group_01,EDR-2,lead_me,D,E,0,0.3
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P014__heldout__P014__trial_02,P014,group_01,EDR-2,id_like_to_know,E,E,1,0.7
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P014__heldout__P014__trial_03,P014,group_01,FM-1,lead_me,C,E,0,-0.5
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P014__heldout__P014__trial_04,P014,group_01,FM-1,id_like_to_know,D,E,0,0.9
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P014__heldout__P014__trial_05,P014,group_01,EDR-1,id_like_to_know,E,E,1,0.3
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P014__heldout__P014__trial_06,P014,group_01,EDR-1,lead_me,C,E,0,-0.5
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P015__heldout__P015__trial_01,P015,group_01,EDR-1,lead_me,C,A,0,-0.1
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P015__heldout__P015__trial_02,P015,group_01,EDR-1,id_like_to_know,D,D,1,0.7
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P015__heldout__P015__trial_03,P015,group_01,EDR-2,id_like_to_know,C,D,0,0.6
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P015__heldout__P015__trial_04,P015,group_01,EDR-2,lead_me,C,A,0,-0.3
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P015__heldout__P015__trial_05,P015,group_01,FM-1,lead_me,D,E,0,-0.8
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P015__heldout__P015__trial_06,P015,group_01,FM-1,id_like_to_know,C,B,0,-0.7
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P016__heldout__P016__trial_01,P016,group_01,FM-1,lead_me,E,D,0,0.10259783520851541
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P016__heldout__P016__trial_02,P016,group_01,FM-1,id_like_to_know,D,C,0,-0.4
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P016__heldout__P016__trial_03,P016,group_01,EDR-2,id_like_to_know,C,C,1,0.7
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P016__heldout__P016__trial_04,P016,group_01,EDR-2,lead_me,C,E,0,-0.4
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P016__heldout__P016__trial_05,P016,group_01,EDR-1,lead_me,C,C,1,0.5
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P016__heldout__P016__trial_06,P016,group_01,EDR-1,id_like_to_know,C,B,0,-0.9746794344808964
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P017__heldout__P017__trial_01,P017,group_02,EDR-2,in_the_meantime,D,A,0,-0.5
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P017__heldout__P017__trial_02,P017,group_02,EDR-2,pouring_room,C,A|B|D,0,-0.28867513459481287
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P017__heldout__P017__trial_03,P017,group_02,EDR-1,pouring_room,D,C,0,-0.2
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P017__heldout__P017__trial_04,P017,group_02,EDR-1,in_the_meantime,C,D,0,0.8
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P017__heldout__P017__trial_05,P017,group_02,FM-1,pouring_room,C,C,1,0.3
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P017__heldout__P017__trial_06,P017,group_02,FM-1,in_the_meantime,C,B,0,-0.5
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P018__heldout__P018__trial_01,P018,group_02,EDR-2,pouring_room,A,A|B|C|D|E,1,0.0
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P018__heldout__P018__trial_02,P018,group_02,EDR-2,in_the_meantime,D,D,1,0.5642880936468347
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P018__heldout__P018__trial_03,P018,group_02,FM-1,pouring_room,C,A|B|C|D|E,1,0.0
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P018__heldout__P018__trial_04,P018,group_02,FM-1,in_the_meantime,D,A|B|C|D|E,1,0.0
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P018__heldout__P018__trial_05,P018,group_02,EDR-1,pouring_room,B,A|B|C|D|E,1,0.0
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P018__heldout__P018__trial_06,P018,group_02,EDR-1,in_the_meantime,E,B,0,-0.9
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P019__heldout__P019__trial_01,P019,group_02,EDR-2,in_the_meantime,C,D,0,-0.2
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P019__heldout__P019__trial_02,P019,group_02,EDR-2,pouring_room,C,A,0,-0.5
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P019__heldout__P019__trial_03,P019,group_02,EDR-1,in_the_meantime,B,A,0,-0.3
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P019__heldout__P019__trial_04,P019,group_02,EDR-1,pouring_room,A,B,0,-0.7
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P019__heldout__P019__trial_05,P019,group_02,FM-1,in_the_meantime,A,A,1,0.3
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P019__heldout__P019__trial_06,P019,group_02,FM-1,pouring_room,D,E,0,-0.6
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P020__heldout__P020__trial_01,P020,group_02,FM-1,in_the_meantime,C,D,0,-0.2
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P020__heldout__P020__trial_02,P020,group_02,FM-1,pouring_room,D,A,0,0.0
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P020__heldout__P020__trial_03,P020,group_02,EDR-2,in_the_meantime,C,C,1,0.3
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P020__heldout__P020__trial_04,P020,group_02,EDR-2,pouring_room,C,D,0,0.6
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P020__heldout__P020__trial_05,P020,group_02,EDR-1,in_the_meantime,D,D,1,0.15389675281277312
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P020__heldout__P020__trial_06,P020,group_02,EDR-1,pouring_room,D,A,0,-0.7
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P021__heldout__P021__trial_01,P021,group_01,EDR-1,lead_me,C,C,1,0.8207826816681233
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P021__heldout__P021__trial_02,P021,group_01,EDR-1,id_like_to_know,C,C,1,0.3
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P021__heldout__P021__trial_03,P021,group_01,FM-1,id_like_to_know,C,C|E,1,0.051298917604257706
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P021__heldout__P021__trial_04,P021,group_01,FM-1,lead_me,D,A,0,-0.6324555320336759
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P021__heldout__P021__trial_05,P021,group_01,EDR-2,lead_me,C,A|B|E,0,-0.7826237921249264
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P021__heldout__P021__trial_06,P021,group_01,EDR-2,id_like_to_know,C,B|C,1,-0.15811388300841897
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P022__heldout__P022__trial_01,P022,group_01,EDR-2,id_like_to_know,C,E,0,-0.6
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P022__heldout__P022__trial_02,P022,group_01,EDR-2,lead_me,B,C,0,0.1
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P022__heldout__P022__trial_03,P022,group_01,FM-1,lead_me,C,B,0,-0.8
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P022__heldout__P022__trial_04,P022,group_01,FM-1,id_like_to_know,B,D,0,0.1
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P022__heldout__P022__trial_05,P022,group_01,EDR-1,lead_me,C,B,0,-0.6
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P022__heldout__P022__trial_06,P022,group_01,EDR-1,id_like_to_know,C,B,0,-0.7
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P023__heldout__P023__trial_01,P023,group_02,FM-1,pouring_room,C,C,1,0.0
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P023__heldout__P023__trial_02,P023,group_02,FM-1,in_the_meantime,C,D,0,0.6
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P023__heldout__P023__trial_03,P023,group_02,EDR-1,in_the_meantime,C,A,0,-0.7
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P023__heldout__P023__trial_04,P023,group_02,EDR-1,pouring_room,C,C,1,0.3
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P023__heldout__P023__trial_05,P023,group_02,EDR-2,pouring_room,C,D,0,0.5
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P023__heldout__P023__trial_06,P023,group_02,EDR-2,in_the_meantime,C,A,0,0.7
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P024__heldout__P024__trial_01,P024,group_01,FM-1,id_like_to_know,A,E,0,-0.6
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P024__heldout__P024__trial_02,P024,group_01,FM-1,lead_me,A,C,0,-0.7
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P024__heldout__P024__trial_03,P024,group_01,EDR-1,id_like_to_know,B,A,0,0.1
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P024__heldout__P024__trial_04,P024,group_01,EDR-1,lead_me,C,A,0,0.2
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P024__heldout__P024__trial_05,P024,group_01,EDR-2,id_like_to_know,A,A,1,0.9
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P024__heldout__P024__trial_06,P024,group_01,EDR-2,lead_me,C,A,0,-0.1
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P025__heldout__P025__trial_01,P025,group_01,EDR-1,id_like_to_know,B,E,0,-0.5
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P025__heldout__P025__trial_02,P025,group_01,EDR-1,lead_me,C,B,0,-0.7
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P025__heldout__P025__trial_03,P025,group_01,FM-1,id_like_to_know,C,A,0,0.3
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P025__heldout__P025__trial_04,P025,group_01,FM-1,lead_me,C,C,1,0.7
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P025__heldout__P025__trial_05,P025,group_01,EDR-2,lead_me,C,C,1,0.6
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P025__heldout__P025__trial_06,P025,group_01,EDR-2,id_like_to_know,C,B,0,-0.9
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P026__heldout__P026__trial_01,P026,group_02,EDR-2,in_the_meantime,B,C,0,0.2
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P026__heldout__P026__trial_02,P026,group_02,EDR-2,pouring_room,C,B,0,-0.5
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P026__heldout__P026__trial_03,P026,group_02,EDR-1,pouring_room,B,D,0,0.1
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P026__heldout__P026__trial_04,P026,group_02,EDR-1,in_the_meantime,C,B,0,-0.5
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P026__heldout__P026__trial_05,P026,group_02,FM-1,pouring_room,B,D,0,0.6
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P026__heldout__P026__trial_06,P026,group_02,FM-1,in_the_meantime,C,B,0,-0.7
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P027__heldout__P027__trial_01,P027,group_02,FM-1,pouring_room,C,A,0,-0.5
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P027__heldout__P027__trial_02,P027,group_02,FM-1,in_the_meantime,B,C,0,0.5
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P027__heldout__P027__trial_03,P027,group_02,EDR-1,pouring_room,C,A,0,0.1
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P027__heldout__P027__trial_04,P027,group_02,EDR-1,in_the_meantime,C,B,0,-0.5
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P027__heldout__P027__trial_05,P027,group_02,EDR-2,in_the_meantime,C,D,0,0.6
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P027__heldout__P027__trial_06,P027,group_02,EDR-2,pouring_room,C,B,0,-0.6
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P028__heldout__P028__trial_01,P028,group_01,EDR-2,id_like_to_know,C,D,0,0.2
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P028__heldout__P028__trial_02,P028,group_01,EDR-2,lead_me,D,A,0,0.2
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P028__heldout__P028__trial_03,P028,group_01,FM-1,lead_me,D,D,1,0.6
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P028__heldout__P028__trial_04,P028,group_01,FM-1,id_like_to_know,D,D,1,0.4
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P028__heldout__P028__trial_05,P028,group_01,EDR-1,id_like_to_know,D,A,0,0.6
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P028__heldout__P028__trial_06,P028,group_01,EDR-1,lead_me,D,A,0,-0.3
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P029__heldout__P029__trial_01,P029,group_02,EDR-1,pouring_room,B,C,0,-0.5
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P029__heldout__P029__trial_02,P029,group_02,EDR-1,in_the_meantime,C,A,0,-0.6
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P029__heldout__P029__trial_03,P029,group_02,EDR-2,pouring_room,C,B,0,-0.6
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P029__heldout__P029__trial_04,P029,group_02,EDR-2,in_the_meantime,A,C,0,-0.5
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P029__heldout__P029__trial_05,P029,group_02,FM-1,pouring_room,C,B,0,0.0
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P029__heldout__P029__trial_06,P029,group_02,FM-1,in_the_meantime,A,E,0,0.3
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P030__heldout__P030__trial_01,P030,group_02,FM-1,in_the_meantime,C,C,1,0.8
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P030__heldout__P030__trial_02,P030,group_02,FM-1,pouring_room,C,C,1,0.9
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P030__heldout__P030__trial_03,P030,group_02,EDR-2,in_the_meantime,C,A,0,0.5
llm,llama_3_1_70b_instruct__personalised_history,llama_3_1_70b_instruct,Llama 3.1 70B Instruct,personalised_history,P030__heldout__P030__trial_04,P030,group_02,EDR-2,pouring_room,C,E,0,-0.8
